Name,Category,Status,Brand,Model,Warranty Date,Purchase Price,Purchase Date,Residual Value,Depreciated Value,Flag,Geo,Kit,Location,Created,Expired,Id,Codes,Image Url,Barcodes,Check-out Started,Check-out Due,Check-out Finished,Check-out Id,Contact Name,Contact Email,Contact Company,Check-out Location Name,Custody (via name),Custody (via email),Serial number,Description,Owner,Hyperlink,BH ID,Manufacturer,Model Number,Inventory Number,Online Link,Serial,Purchase Date,Item Number,MSRP
8' Light Stand,Foldable,available,FloLight,FL-LSMD,,24.99,2017-01-01 12:00:00,,,,"36.34674200000001, -94.195723",Old Light Stands,Redbird | 117,2023-04-06 06:59:23,,JeZgPnyyVynyrmeSKfDXYY,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/e257bd5e-d4d6-11ed-9c12-0a58a9feac02.jpg,B5-0004,,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/841206-REG/Flolight_FL_LSMD_FL_LSMD_8_0_Light_Stand.html,FLFLLSMD,,,,,,,2,
8' Light Stand,Foldable,available,Impact,LS-8AI,,32.95,2017-01-01 12:00:00,,,,"36.34674200000001, -94.195723",Old Light Stands,Redbird | 117,2023-04-06 07:03:09,,Pruxbygfb3yABhkKARr2Sg,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/950b3750-d4d7-11ed-a60f-0a58a9feac02.jpg,B5-0003,,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/1258466-REG/impact_ls_8ai_air_cushioned_light_stand_black.html,IMLS8AI,,,,,,,1,
8' Light Stand,Foldable,available,Impact,LS-8AI,,32.95,2017-01-01 12:00:00,,,,"36.34674200000001, -94.195723",Old Light Stands,Redbird | 117,2023-04-06 07:05:01,,nXRacQmE5ires4jtHdDP4Z,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/950b3750-d4d7-11ed-a60f-0a58a9feac02.jpg,B5-0005,,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/1258466-REG/impact_ls_8ai_air_cushioned_light_stand_black.html,IMLS8AI,,,,,,,2,
8x8' Scrim Jim,Diffusion,available,Westcott,1819-N,,649.9,2022-03-23 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-08 01:34:28,,tEU7icQUb8cAe2jtzgMXvH,4707963c,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/0543c528-a783-11ed-8032-0a58a9feac02.jpg,,,,,,,,,,,,,8x8 Scrim,,https://www.bhphotovideo.com/c/product/1220032-REG/westcott_1819_n_8x8_scrim_jim_cine.html,WE1819N,,,,,,,1,
90 Degree Rail Adapters,Uncategorized,available,LanParte,,,,2016-01-01 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:19,,VqKbtmLNQo5QRpNAtReH4D,,,,,,,,,,,,,,,90 Degree Rail Adapters,,,,,,,,,,,
AA Battery Charger,Batteries,available,ProMaster,Speed Charger 650,,25,2019-11-14 12:00:00,,,,"36.3462958, -94.1951064",Field Audio Recording Kit,Redbird | 117,2023-04-18 02:51:35,,frss65fMXfKxSgsp3HdYKB,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/6d0a1a4c-de22-11ed-9edf-0a58a9feac02.jpg,D1-0031,,,,,,,,,,,,,,,,,,,,,,1,
ATEM Mini,Switchers,available,Blackmagic,SWATEMMINI,,295,2020-02-05 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2022-12-15 02:17:00,,5vof72pxbPQaqC9MvabYRX,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/d988f118-7c50-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,6315982,HDMI Switcher,,https://bhphotovideo.com/c/product/1507214-REG/blackmagic_design_swatemmini_atem_mini_switcher_control.html,BLSWATEMMINI,,,,,,,1,
ATEM Mini Extreme ISO,Switchers,available,Blackmagic Design,SWATEMMINICEXTISO,,1295,2020-01-27 12:00:00,,,,"36.34674200000001, -94.195723",,Redbird | 117,2023-04-06 06:39:58,,qxVUQCHU7PH9vcVAcrLUw6,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/5035dd90-d4d4-11ed-bcfa-0a58a9feac02.jpg,"B5-0023, 9394114, B5-0024",,,,,,,,,,,9394114,,,https://www.bhphotovideo.com/c/product/1625669-REG/blackmagic_design_atem_extreme_iso_switchter.html,BLATEMMEI,,,,,,,,
Accent B7C,Lights,available,Aputure,AACB7C8KITUS,,799,2022-03-23 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-08 01:34:24,,U7Legn3qJ94gbPw2y3TYNL,c578e029,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/02bf30bc-a783-11ed-8032-0a58a9feac02.jpg,,,,,,,,,,,,,RGB Field Light Kit Case,,https://www.bhphotovideo.com/c/product/1606015-REG/aputure_aacb7c8kitus_accent_b7c_8_light_kit.html,APAACB7C8KIT,,,,,,,1,
Ace M Aluminum Tripod,Tripods,available,Sachtler,1001,,850.25,2020-01-27 12:00:00,,,,"36.34674200000001, -94.195723",,Redbird | 117,2023-04-06 06:43:05,,bVmLQoHnQGJjpH3LUr5UHL,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/c059fffc-d4d4-11ed-b6d8-0a58a9feac02.jpg,B5-0010,,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/822102-REG/Sachtler_1001_Ace_Fluid_Head_with.html,SASACEMMS,,,,,,,,
Adapt-a-Pak Pro Kit,Cable Adapters,available,Remote Audio,APPKIT PRO,,238.99,2019-11-14 12:00:00,,,,"36.34674200000001, -94.195723",,Redbird | 117,2023-04-18 02:41:04,,wUwgKvUmGdeFB7nH8Y4KCG,cf2fc7a5,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/f29ce4ca-de20-11ed-8ec0-0a58a9feac02.jpg,,,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/766139-REG/Remote_Audio_APPKITPRO_Adapt_a_Pak_Pro_Kit.html,REAPPKITPRO,,,,,,,1,
Apple Box (Full),Grip,available,Matthews,259535,,67,2019-01-16 12:00:00,,,,"36.3649819, -94.2145817",,GPC | Apollo Studios + VR Lab,2023-02-10 08:02:06,,Y4kx8aFyKmHo7UwxEhsUPM,89196687,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/2c7fcbc0-a9b1-11ed-b510-0a58a9feac02.jpg,,,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/99401-REG/Matthews_259535_Apple_Box_Full.html,MAABFN,,,,,,,1,
Apple Box (Full),Grip,available,Matthews,259535,,67,2019-01-16 12:00:00,,,,"36.3649819, -94.2145817",,GPC | Apollo Studios + VR Lab,2023-02-10 08:02:06,,wY725xZVPbFtXu65Kw3MQb,8a8092da,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/2c7fcbc0-a9b1-11ed-b510-0a58a9feac02.jpg,,,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/99401-REG/Matthews_259535_Apple_Box_Full.html,MAABFN,,,,,,,2,
Apple Box (Half Full),Grip,available,Matthews,259536,,59,2019-11-14 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-10 08:06:07,,HLTTEf3v5w2jCFyqGkJzMJ,8bcf056b,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/220b6122-a9b1-11ed-a69f-0a58a9feac02.jpg,,,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/99402-REG/Matthews_259536_Half_Apple_Box.html,MAAB.5N,,,,,,,1,
Apple Box (Half Full),Grip,available,Matthews,259536,,59,2019-11-14 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-10 08:06:07,,coiatn6UfQsroMRPn77Cx8,8ae5fbf5,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/220b6122-a9b1-11ed-a69f-0a58a9feac02.jpg,,,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/99402-REG/Matthews_259536_Half_Apple_Box.html,MAAB.5N,,,,,,,2,
Apple Box (Quarter Full),Grip,available,Matthews,259537,,55,2019-11-14 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-10 08:07:56,,8Pkf4XoEt8TcVnDqM7xCrZ,006d3fb5,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/170ae64e-a9b1-11ed-bdd9-0a58a9feac02.jpg,,,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/99403-REG/Matthews_259537_Quarter_Apple_Box.html,MAAB.25N,,,,,,,1,
Apple Box (Quarter Full),Grip,available,Matthews,259537,,55,2019-11-14 12:00:00,,,,"36.3649819, -94.2145817",,GPC | Apollo Studios + VR Lab,2023-02-10 08:07:56,,XgWrc6WdS69GLFAdauThJD,de47434c,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/170ae64e-a9b1-11ed-bdd9-0a58a9feac02.jpg,,,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/99403-REG/Matthews_259537_Quarter_Apple_Box.html,MAAB.25N,,,,,,,2,
Apple Pencil,iPads,in_custody,Apple,A2051,,125,2020-01-27 12:00:00,,,,"36.3649819, -94.2145817",,GPC | Apollo Studios + VR Lab,2023-04-12 11:16:25,,EKgenXQi88k8zvM2WKJHdd,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/4bb4b0a2-d94d-11ed-af93-0a58a9feac02.jpg,B5-0050,,,,,,,,,Nate Ward,nathan.ward@walmart.com,GQYZ9LHBJKM9,,,,,,,,,,,2,
Apple Pencil,iPads,available,Apple,A2051,,125,2020-01-27 12:00:00,,,,"36.3649819, -94.2145817",,GPC | Apollo Studios + VR Lab,2023-04-12 11:16:25,,ANsZ9t5oxHGs4pXNArDK43,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/4bb4b0a2-d94d-11ed-af93-0a58a9feac02.jpg,B5-0066,,,,,,,,,,,GQYZ9HXUJKM9,,,,,,,,,,,1,
Articulating Arm,Uncategorized,available,FloLight,,,,2016-01-01 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:19,,kTgPcpnH9kQmQ4NmTaFWtP,,,,,,,,,,,,,,,Articulating Arm,,,,,,,,,,,
BBG Windshield (25mm),Audio,available,Rycote,11003,,120,2020-02-05 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-10 02:41:34,,uRTxYnysQT644M8gWcdgSA,,,,,,,,,,,,,,,Mic Windshield,,https://www.bhphotovideo.com/c/product/322366-REG/Rycote_011003_Baby_Ball_Gag_Windshield.html,RYBBG25,,,,,,,1,
"Baby Pin Adapter 5/8""",Adapters,available,Matthews,861833,,27.99,2022-03-23 12:00:00,,19.4375,,,HD Light Stands | 05 | PORTL,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:44,,67sKUTeLwjuh6mP3DGfZmH,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/41af7caa-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Shock Mount Adapter,,https://www.bhphotovideo.com/c/product/1047269-REG/matthews_861833_baby_pin_adapter.html,MA58F3816M,,,,,,,,
"Baby Pin Adapter 5/8"" Female to 1/4-20""",Adapters,available,Matthews,350625,,11.99,2022-03-23 12:00:00,,8.32638888888889,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:31,,PqBivRCsRovGjwjwr4zpzK,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/39d6440a-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Light Stand Mount,,https://www.bhphotovideo.com/c/product/1046652-REG/matthews_350625_baby_pin_adapter.html,MAA.252038N,,,,,,,1,
"Baby Pin Adapter 5/8"" Female to 1/4-20""",Adapters,available,Matthews,350625,,11.99,2022-03-23 12:00:00,,8.32638888888889,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:31,,JaLzhBwvEUTGXhNCYTH8A3,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/39d6440a-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Light Stand Mount,,https://www.bhphotovideo.com/c/product/1046652-REG/matthews_350625_baby_pin_adapter.html,MAA.252038N,,,,,,,2,
"Baby Pin Adapter 5/8"" Female to 1/4-20""",Adapters,available,Matthews,350625,,11.99,2022-03-23 12:00:00,,8.32638888888889,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:31,,E7VNKkohApZYK2WnF5pvnc,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/39d6440a-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Light Stand Mount,,https://www.bhphotovideo.com/c/product/1046652-REG/matthews_350625_baby_pin_adapter.html,MAA.252038N,,,,,,,3,
"Baby Pin Adapter 5/8"" Female to 1/4-20""",Adapters,available,Matthews,350625,,11.99,2022-03-23 12:00:00,,8.32638888888889,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:32,,Rm7wYML2ZCHnAhoyf4JWKG,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/39d6440a-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Light Stand Mount,,https://www.bhphotovideo.com/c/product/1046652-REG/matthews_350625_baby_pin_adapter.html,MAA.252038N,,,,,,,4,
"Baby Pin Adapter 5/8"" Female to 1/4-20""",Adapters,available,Matthews,350625,,11.99,2022-03-23 12:00:00,,8.32638888888889,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:32,,QSB5YCwUJANDwFzjaBQ5J5,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/39d6440a-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Light Stand Mount,,https://www.bhphotovideo.com/c/product/1046652-REG/matthews_350625_baby_pin_adapter.html,MAA.252038N,,,,,,,5,
"Baby Pin Adapter 5/8"" Female to 1/4-20""",Adapters,available,Matthews,350625,,11.99,2022-03-23 12:00:00,,8.32638888888889,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:32,,iM82Sy33iJximfXvsYQTVR,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/39d6440a-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Light Stand Mount,,https://www.bhphotovideo.com/c/product/1046652-REG/matthews_350625_baby_pin_adapter.html,MAA.252038N,,,,,,,6,
"Baby Pin Adapter 5/8"" Female to 1/4-20""",Adapters,available,Matthews,350625,,11.99,2022-03-23 12:00:00,,8.32638888888889,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:33,,YmUit4dWZUHsjyRccDjeF3,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/39d6440a-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Light Stand Mount,,https://www.bhphotovideo.com/c/product/1046652-REG/matthews_350625_baby_pin_adapter.html,MAA.252038N,,,,,,,7,
"Baby Pin Adapter 5/8"" Female to 1/4-20""",Adapters,available,Matthews,350625,,11.99,2022-03-23 12:00:00,,8.32638888888889,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:33,,uSVeFPDrWVrkA2PojZtJVg,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/39d6440a-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Light Stand Mount,,https://www.bhphotovideo.com/c/product/1046652-REG/matthews_350625_baby_pin_adapter.html,MAA.252038N,,,,,,,8,
Background Support,Paper Backdrop,available,Manfrotto,1314B,,299.88,2022-03-23 12:00:00,,208.25,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:45,,cBhxSzPuJvSqbWoWauwbkX,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/42bf1510-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Background Support,,https://www.bhphotovideo.com/c/product/648381-REG/Manfrotto_1314B_Background_Support_System.html,MA1314B,,,,,,,,
Background and Reflector Holder Clip,Reflector Holders,available,Neewer,66600590,,5.99,2020-01-27 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-07 05:33:25,,3sdyHgC7p3r48JhtsKezJ3,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/c59d0cb0-a73f-11ed-93ff-0a58a9feac02.jpg,,,,,,,,,,,,,,,,,,,,,,,1,
Background and Reflector Holder Clip,Reflector Holders,available,Neewer,66600590,,5.99,2020-01-27 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-07 05:33:25,,fEcNcTtADMf9Uk7eJmtucT,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/c59d0cb0-a73f-11ed-93ff-0a58a9feac02.jpg,,,,,,,,,,,,,,,,,,,,,,,2,
Background and Reflector Holder Clip,Reflector Holders,available,Neewer,66600590,,5.99,2020-01-27 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-07 05:33:25,,J2hE7a3ZqmkAn5RUvqPiSj,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/c59d0cb0-a73f-11ed-93ff-0a58a9feac02.jpg,,,,,,,,,,,,,,,,,,,,,,,3,
Background and Reflector Holder Clip,Reflector Holders,available,Neewer,66600590,,5.99,2020-01-27 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-07 05:33:25,,Thu6yL22eYkNfje39szk2d,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/c59d0cb0-a73f-11ed-93ff-0a58a9feac02.jpg,,,,,,,,,,,,,,,,,,,,,,,4,
Ball Head Adapters,Uncategorized,available,,,,7.66,,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:20,,WhMYvTw7BwJMsKj2xe8Wo9,,,,,,,,,,,,,,,Ball Head Adapters,,https://www.ebay.com/itm/1-4-Clamp-Double-Ball-Head-Arm-Mount-Adapter-For-DSLR-Camera-LED-Monitor-H3M0/362330249329,,,,,,,,,
Battery Plate,Camera Accessories,available,Tilta,TA-BTP-F970-G,,35,2020-02-05 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2022-12-15 02:17:04,,AEdvw94ChuNUx2U7eNPd8G,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/dbc49932-7c50-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,,Battery Plate,,https://www.bhphotovideo.com/c/product/1488837-REG/tilta_ta_btp_f970_g_bmpcc4k_f970_battery.html,TITABTPF970G,,,,,,,,
Battery Plate,Camera Accessories,available,Tilta,TA-BTP-F970-G,,35,2020-02-05 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2022-12-15 02:17:04,,4bTCjRzM6cDAoL87RgU6fK,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/dbc49932-7c50-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,,Battery Plate,,https://www.bhphotovideo.com/c/product/1488837-REG/tilta_ta_btp_f970_g_bmpcc4k_f970_battery.html,TITABTPF970G,,,,,,,,
Blimp,Audio,available,Rode,,,,,,,,"36.3656442, -94.2146793",Audio | Shotgun Mic and Blimp,GPC | Apollo Studios + VR Lab,2022-12-16 03:29:29,,Bd2ssv8UTNuxf6J78o5pYi,6e9f8d88,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/b2570b00-7d88-11ed-9069-0a58a9feac02.jpg,,,,,,,,,,,,,,,,,,,,,,,,
"Boom Arm (Black, 86"")",Arms,available,Impact,LSA-BASB,,99.95,2020-02-05 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:03,,RKimMUVJWbPeZgsiXc9yW9,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/29917d4e-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Boom Arm,,https://www.bhphotovideo.com/c/product/917841-REG/impact_lsa_basb_boom_arm_steel.html,IMLSABASB,,,,,,,1,
"Boom Arm (Black, 86"")",Arms,available,Impact,LSA-BASB,,99.95,2020-02-05 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:04,,MoQ7XwMhdJKTt7S5KFptBd,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/29917d4e-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Boom Arm,,https://www.bhphotovideo.com/c/product/917841-REG/impact_lsa_basb_boom_arm_steel.html,IMLSABASB,,,,,,,2,
"Boom Arm (Chrome-plated, 86"")",Arms,available,Impact,LSA-BAS,,99.95,2020-02-05 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:01,,mhZoX3feprb2quidpjbJgE,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/2845ca76-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Boom Arm,,https://www.bhphotovideo.com/c/product/917840-REG/impact_lsa_bas_boom_arm_steel.html,IMLSABAS,,,,,,,1,
"Boom Arm (Chrome-plated, 86"")",Arms,available,Impact,LSA-BAS,,99.95,2020-02-05 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:02,,cna7j84QtyGrn9w8msFxbe,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/2845ca76-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Boom Arm,,https://www.bhphotovideo.com/c/product/917840-REG/impact_lsa_bas_boom_arm_steel.html,IMLSABAS,,,,,,,2,
"Boom Arm (Chrome-plated, 86"")",Arms,available,Impact,LSA-BAS,,99.95,2020-02-05 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:02,,s35j3qPGxnSpqwQYDtC7L7,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/2845ca76-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Boom Arm,,https://www.bhphotovideo.com/c/product/917840-REG/impact_lsa_bas_boom_arm_steel.html,IMLSABAS,,,,,,,3,
"Boom Arm (Chrome-plated, 86"")",Arms,available,Impact,LSA-BAS,,99.95,2020-02-05 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:02,,GyzZdSrfSCJKyCDnsqbtmd,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/2845ca76-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Boom Arm,,https://www.bhphotovideo.com/c/product/917840-REG/impact_lsa_bas_boom_arm_steel.html,IMLSABAS,,,,,,,4,
"Boom Arm (Chrome-plated, 86"")",Arms,available,Impact,LSA-BAS,,99.95,2020-02-05 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:03,,Cz9CJJ2Mz4dbsXa5kC3MRf,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/2845ca76-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Boom Arm,,https://www.bhphotovideo.com/c/product/917840-REG/impact_lsa_bas_boom_arm_steel.html,IMLSABAS,,,,,,,5,
"Boom Arm (Chrome-plated, 86"")",Arms,available,Impact,LSA-BAS,,99.95,2020-02-05 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:03,,BefxuSY4CUer2hAuMDBTHH,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/2845ca76-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Boom Arm,,https://www.bhphotovideo.com/c/product/917840-REG/impact_lsa_bas_boom_arm_steel.html,IMLSABAS,,,,,,,6,
Boom Pole adjustable to 5.5 ft,Audio,available,,,,,,,,,"36.3656442, -94.2146793",Audio | Shotgun Mic and Blimp,GPC | Apollo Studios + VR Lab,2022-12-16 03:34:07,,QkNdFnQWyC9LkkjTAjHCTd,4b04639f,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/647e52aa-7d8b-11ed-b957-0a58a9feac02.png,,,,,,,,,,,,,,,,,,,,,,,,
Booth 400,Paper Backdrop,available,Impact,PLB-400,,399.95,2022-03-23 12:00:00,,277.743055555556,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:46,,CPFGiEB2RRef9JoTuZmwZK,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/4344b116-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Popup Background,,https://www.bhphotovideo.com/c/product/1459412-REG/impact_plb_400_photo_booth_pro_dimmable.html,IMPLB400,,,,,,,,
"C-Stand with Turtle Base (10.75', Black)",C-Stands,available,Impact,LS-CT40MBK,,169.95,2019-11-14 12:00:00,,,,"36.3655192, -94.2146928",C-Stand Kit | 01,GPC | Apollo Studios + VR Lab,2023-02-10 05:42:06,,eNZBqHTzAQ8yr95iEm2M35,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/da9da196-a99d-11ed-8b44-0a58a9feac02.jpg,"B4-0069, B4-0056, B4-0043, B4-0067",,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/850444-REG/Impact_ls_ct40mbk_Turtle_Base_C_Stand_Kit.html,IMLSCT40MBK,,,,,,,1,
"C-Stand with Turtle Base (10.75', Black)",C-Stands,available,Impact,LS-CT40MBK,,169.95,2019-11-14 12:00:00,,,,"36.3655192, -94.2146928",C-Stand Kit | 01,GPC | Apollo Studios + VR Lab,2023-02-10 05:42:06,,NNbXew7HiJFRJWthPtScd9,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/da9da196-a99d-11ed-8b44-0a58a9feac02.jpg,"B4-0044, B4-0068, B4-0055, B4-0066",,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/850444-REG/Impact_ls_ct40mbk_Turtle_Base_C_Stand_Kit.html,IMLSCT40MBK,,,,,,,2,
"C-Stand with Turtle Base (10.75', Black)",C-Stands,available,Impact,LS-CT40MBK,,169.95,2019-11-14 12:00:00,,,,,C-Stand Kit | 02,GPC | Apollo Studios + VR Lab,2023-02-10 05:42:06,,vLLsvpsGJE6fKRTifA88J8,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/da9da196-a99d-11ed-8b44-0a58a9feac02.jpg,"B4-0057, B4-0059, B4-0058, CY1-0018",,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/850444-REG/Impact_ls_ct40mbk_Turtle_Base_C_Stand_Kit.html,IMLSCT40MBK,,,,,,,3,
